"MHDM"	"MSVT"	"HPVT"	"LVT"	"GC"
"CK.31220"	"V20066"	"4"	""	""
"CK.31220"	"V20296"	"2,2"	""	""
"CK.31220"	"V29999"	"10"	""	""
"CK.31220"	"N28408"	"4,91"	""	""
"CK.31220"	"N04407"	"12,27"	""	""
"CK.31220"	"M201.0021"	"0,94"	""	""
"CK.31220"	"M201.0020"	"0,09"	""	""
"CK.31220"	"M9999"	"10"	""	""
"CK.31230"	"V20066"	"6"	""	""
"CK.31230"	"V20296"	"2,5"	""	""
"CK.31230"	"V29999"	"10"	""	""
"CK.31230"	"N28408"	"6,63"	""	""
"CK.31230"	"N04407"	"16,91"	""	""
"CK.31230"	"M201.0021"	"1,53"	""	""
"CK.31230"	"M201.0020"	"0,1"	""	""
"CK.31230"	"M9999"	"10"	""	""
"CK.31240"	"V20066"	"6"	""	""
"CK.31240"	"V20296"	"2,5"	""	""
"CK.31240"	"V29999"	"10"	""	""
"CK.31240"	"N28408"	"8,97"	""	""
"CK.31240"	"N04407"	"22,64"	""	""
"CK.31240"	"M201.0021"	"1,93"	""	""
"CK.31240"	"M201.0020"	"0,11"	""	""
"CK.31240"	"M9999"	"10"	""	""
"CK.31250"	"V20066"	"8"	""	""
"CK.31250"	"V20296"	"2,8"	""	""
"CK.31250"	"V29999"	"10"	""	""
"CK.31250"	"N28408"	"12,53"	""	""
"CK.31250"	"N04407"	"31,69"	""	""
"CK.31250"	"M201.0021"	"2,77"	""	""
"CK.31250"	"M201.0020"	"0,13"	""	""
"CK.31250"	"M9999"	"10"	""	""
"CK.31260"	"V20066"	"8"	""	""
"CK.31260"	"V20296"	"2,8"	""	""
"CK.31260"	"V29999"	"10"	""	""
"CK.31260"	"N28408"	"17,57"	""	""
"CK.31260"	"N04407"	"44,7"	""	""
"CK.31260"	"M201.0021"	"4,08"	""	""
"CK.31260"	"M201.0020"	"0,15"	""	""
"CK.31260"	"M9999"	"10"	""	""
"CK.31310"	"V20066"	"2"	""	""
"CK.31310"	"V20296"	"0,6"	""	""
"CK.31310"	"V29999"	"10"	""	""
"CK.31310"	"N28408"	"1,34"	""	""
"CK.31310"	"N04407"	"3,32"	""	""
"CK.31310"	"M201.0021"	"0,25"	""	""
"CK.31310"	"M201.0020"	"0,02"	""	""
"CK.31310"	"M9999"	"10"	""	""
"CK.31320"	"V20066"	"2"	""	""
"CK.31320"	"V20296"	"0,6"	""	""
"CK.31320"	"V29999"	"10"	""	""
"CK.31320"	"N28408"	"1,83"	""	""
"CK.31320"	"N04407"	"4,76"	""	""
"CK.31320"	"M201.0021"	"0,49"	""	""
"CK.31320"	"M201.0020"	"0,03"	""	""
"CK.31320"	"M9999"	"10"	""	""
"CK.31330"	"V20066"	"3"	""	""
"CK.31330"	"V20296"	"0,7"	""	""
"CK.31330"	"V29999"	"10"	""	""
"CK.31330"	"N28408"	"2,44"	""	""
"CK.31330"	"N04407"	"6,58"	""	""
"CK.31330"	"M201.0021"	"0,8"	""	""
"CK.31330"	"M201.0020"	"0,04"	""	""
"CK.31330"	"M9999"	"10"	""	""
"CK.31340"	"V20066"	"3"	""	""
"CK.31340"	"V20296"	"0,7"	""	""
"CK.31340"	"V29999"	"10"	""	""
"CK.31340"	"N28408"	"3,28"	""	""
"CK.31340"	"N04407"	"8,91"	""	""
"CK.31340"	"M201.0021"	"1,13"	""	""
"CK.31340"	"M201.0020"	"0,04"	""	""
"CK.31340"	"M9999"	"10"	""	""
"CK.31350"	"V20066"	"4"	""	""
"CK.31350"	"V20296"	"0,8"	""	""
"CK.31350"	"V29999"	"10"	""	""
"CK.31350"	"N28408"	"4,59"	""	""
"CK.31350"	"N04407"	"12,59"	""	""
"CK.31350"	"M201.0021"	"1,68"	""	""
"CK.31350"	"M201.0020"	"0,05"	""	""
"CK.31350"	"M9999"	"10"	""	""
"CK.31410"	"V20066"	"2"	""	""
"CK.31410"	"V20296"	"0,6"	""	""
"CK.31410"	"V29999"	"10"	""	""
"CK.31410"	"N28408"	"1,28"	""	""
"CK.31410"	"N04407"	"3,19"	""	""
"CK.31410"	"M201.0021"	"0,24"	""	""
"CK.31410"	"M201.0020"	"0,02"	""	""
"CK.31410"	"M9999"	"10"	""	""
"CK.31420"	"V20066"	"2"	""	""
"CK.31420"	"V20296"	"0,6"	""	""
"CK.31420"	"V29999"	"10"	""	""
"CK.31420"	"N28408"	"1,72"	""	""
"CK.31420"	"N04407"	"4,47"	""	""
"CK.31420"	"M201.0021"	"0,46"	""	""
"CK.31420"	"M201.0020"	"0,03"	""	""
"CK.31420"	"M9999"	"10"	""	""
"CK.31430"	"V20066"	"3"	""	""
"CK.31430"	"V20296"	"0,7"	""	""
"CK.31430"	"V29999"	"10"	""	""
"CK.31430"	"N28408"	"2,32"	""	""
"CK.31430"	"N04407"	"6,25"	""	""
"CK.31430"	"M201.0021"	"0,76"	""	""
"CK.31430"	"M201.0020"	"0,04"	""	""
"CK.31430"	"M9999"	"10"	""	""
"CK.31440"	"V20066"	"3"	""	""
"CK.31440"	"V20296"	"0,7"	""	""
"CK.31440"	"V29999"	"10"	""	""
"CK.31440"	"N28408"	"3,12"	""	""
"CK.31440"	"N04407"	"8,49"	""	""
"CK.31440"	"M201.0021"	"1,08"	""	""
"CK.31440"	"M201.0020"	"0,04"	""	""
"CK.31440"	"M9999"	"10"	""	""
"CK.31450"	"V20066"	"4"	""	""
"CK.31450"	"V20296"	"0,8"	""	""
"CK.31450"	"V29999"	"10"	""	""
"CK.31450"	"N28408"	"4,37"	""	""
"CK.31450"	"N04407"	"12"	""	""
"CK.31450"	"M201.0021"	"1,6"	""	""
"CK.31450"	"M201.0020"	"0,05"	""	""
"CK.31450"	"M9999"	"10"	""	""
"CK.31460"	"V20066"	"4"	""	""
"CK.31460"	"V20296"	"0,8"	""	""
"CK.31460"	"V29999"	"10"	""	""
"CK.31460"	"N28408"	"6,13"	""	""
"CK.31460"	"N04407"	"17,08"	""	""
"CK.31460"	"M201.0021"	"2,43"	""	""
"CK.31460"	"M201.0020"	"0,05"	""	""
"CK.31460"	"M9999"	"10"	""	""
"CK.31510"	"V20066"	"15"	""	""
"CK.31510"	"V20296"	"16"	""	""
"CK.31510"	"V29999"	"15"	""	""
"CK.31510"	"N28408"	"45,18"	""	""
"CK.31510"	"N04407"	"114,19"	""	""
"CK.31510"	"M201.0021"	"9,3"	""	""
"CK.31510"	"M201.0020"	"1,08"	""	""
"CK.31510"	"M9999"	"10"	""	""
"CK.31520"	"V20066"	"25"	""	""
"CK.31520"	"V20296"	"16"	""	""
"CK.31520"	"V29999"	"15"	""	""
"CK.31520"	"N28408"	"60,85"	""	""
"CK.31520"	"N04407"	"156,72"	""	""
"CK.31520"	"M201.0021"	"14,43"	""	""
"CK.31520"	"M201.0020"	"1,53"	""	""
"CK.31660"	"V20296"	"30"	""	""
"CK.31660"	"V29999"	"15"	""	""
"CK.31660"	"N28408"	"197,45"	""	""
"CK.31660"	"N04407"	"554,18"	""	""
"CK.31660"	"M201.0021"	"77,67"	""	""
"CK.31660"	"M201.0020"	"4,95"	""	""
"CK.31660"	"M9999"	"10"	""	""
"CK.31710"	"V20066"	"8"	""	""
"CK.31710"	"V20296"	"16"	""	""
"CK.31710"	"V29999"	"15"	""	""
"CK.31710"	"N28408"	"19,88"	""	""
"CK.31710"	"N04407"	"50,46"	""	""
"CK.31710"	"M201.0021"	"3,95"	""	""
"CK.31710"	"M201.0020"	"0,77"	""	""
"CK.31710"	"M9999"	"10"	""	""
"CK.31720"	"V20066"	"10"	""	""
"CK.31720"	"V20296"	"16"	""	""
"CK.31720"	"V29999"	"15"	""	""
"CK.31720"	"N28408"	"28,32"	""	""
"CK.31720"	"N04407"	"71,29"	""	""
"CK.31720"	"M201.0021"	"5,39"	""	""
"CK.31720"	"M201.0020"	"0,92"	""	""
"CK.31720"	"M9999"	"10"	""	""
"CK.31730"	"V20066"	"13"	""	""
"CK.31730"	"V20296"	"20"	""	""
"CK.31730"	"V29999"	"15"	""	""
"CK.31730"	"N28408"	"44,22"	""	""
"CK.31730"	"N04407"	"112,18"	""	""
"CK.31730"	"M201.0021"	"9"	""	""
"CK.31730"	"M201.0020"	"1,44"	""	""
"CK.31730"	"M9999"	"10"	""	""
"CK.31740"	"V20066"	"15"	""	""
"CK.31740"	"V20296"	"20"	""	""
"CK.31740"	"V29999"	"15"	""	""
"CK.31740"	"N28408"	"55,92"	""	""
"CK.31740"	"N04407"	"145,77"	""	""
"CK.31740"	"M201.0021"	"14,04"	""	""
"CK.31740"	"M201.0020"	"1,8"	""	""
"CK.31740"	"M9999"	"10"	""	""
"CK.31750"	"V20066"	"18"	""	""
"CK.31750"	"V20296"	"30"	""	""
"CK.31750"	"V29999"	"15"	""	""
"CK.31750"	"N28408"	"78,46"	""	""
"CK.31750"	"N04407"	"206,07"	""	""
"CK.31750"	"M201.0021"	"20,22"	""	""
"CK.31750"	"M201.0020"	"3,06"	""	""
"CK.31750"	"M9999"	"10"	""	""
"CK.31760"	"V20066"	"21"	""	""
"CK.31760"	"V20296"	"30"	""	""
"CK.31760"	"V29999"	"15"	""	""
"CK.31760"	"N28408"	"109,81"	""	""
"CK.31760"	"N04407"	"294,04"	""	""
"CK.31760"	"M201.0021"	"33,29"	""	""
"CK.31760"	"M201.0020"	"3,09"	""	""
"CK.31760"	"M9999"	"10"	""	""
"CK.31810"	"V20066"	"8"	""	""
"CK.31810"	"V20296"	"1,5"	""	""
"CK.31810"	"V29999"	"15"	""	""
"CK.31810"	"N28408"	"18,93"	""	""
"CK.31810"	"N04407"	"47,88"	""	""
"CK.31810"	"M201.0021"	"3,61"	""	""
"CK.31810"	"M201.0020"	"0,77"	""	""
"CK.31810"	"M9999"	"10"	""	""
"CK.31820"	"V20066"	"10"	""	""
"CK.31820"	"V20296"	"1,5"	""	""
"CK.31820"	"V29999"	"15"	""	""
"CK.31820"	"N28408"	"26,73"	""	""
"CK.31820"	"N04407"	"67,2"	""	""
"CK.31820"	"M201.0021"	"4,97"	""	""
"CK.31820"	"M201.0020"	"0,92"	""	""
"CK.31820"	"M9999"	"10"	""	""
"CK.31830"	"V20066"	"13"	""	""
"CK.31830"	"V20296"	"3"	""	""
"CK.31830"	"V29999"	"15"	""	""
"CK.31960"	"M201.0021"	"13,26"	""	""
"CK.31960"	"M201.0020"	"1,38"	""	""
"CK.31960"	"M9999"	"10"	""	""
"CK.32010"	"V20066"	"8"	""	""
"CK.32010"	"V20296"	"1"	""	""
"CK.32010"	"V29999"	"15"	""	""
"CK.32010"	"N28408"	"11,19"	""	""
"CK.32010"	"N04407"	"27,95"	""	""
"CK.32010"	"M201.0021"	"2,04"	""	""
"CK.32010"	"M201.0020"	"0,31"	""	""
"CK.32010"	"M9999"	"10"	""	""
"CK.32020"	"V20066"	"10"	""	""
"CK.32020"	"V20296"	"1"	""	""
"CK.32020"	"V29999"	"15"	""	""
"CK.32020"	"N28408"	"13,76"	""	""
"CK.32020"	"N04407"	"34,59"	""	""
"CK.32020"	"M201.0021"	"2,73"	""	""
"CK.32020"	"M201.0020"	"0,32"	""	""
"CK.32020"	"M9999"	"10"	""	""
"CK.32030"	"V20066"	"13"	""	""
"CK.32030"	"V20296"	"2"	""	""
"CK.32030"	"V29999"	"15"	""	""
"CK.32030"	"N28408"	"18,63"	""	""
"CK.32030"	"N04407"	"46,19"	""	""
"CK.32030"	"M201.0021"	"3,14"	""	""
"CK.32030"	"M201.0020"	"0,54"	""	""
"CK.32030"	"M9999"	"10"	""	""
"CK.32040"	"V20066"	"15"	""	""
"CK.32040"	"V20296"	"2"	""	""
"CK.32040"	"V29999"	"15"	""	""
"CK.32040"	"N28408"	"25,54"	""	""
"CK.32040"	"N04407"	"64,14"	""	""
"CK.32040"	"M201.0021"	"4,97"	""	""
"CK.32040"	"M201.0020"	"0,61"	""	""
"CK.32040"	"M9999"	"10"	""	""
"CK.32050"	"V20066"	"21"	""	""
"CK.32050"	"V20296"	"3"	""	""
"CK.32050"	"V29999"	"15"	""	""
"CK.32050"	"N28408"	"35,3"	""	""
"CK.32050"	"N04407"	"90,32"	""	""
"CK.32050"	"M201.0021"	"7,94"	""	""
"CK.32050"	"M201.0020"	"0,92"	""	""
"CK.32050"	"M9999"	"10"	""	""
"CK.32060"	"V20066"	"21"	""	""
"CK.32060"	"V20296"	"3"	""	""
"CK.32060"	"V29999"	"15"	""	""
"CK.32060"	"N28408"	"49,05"	""	""
"CK.32060"	"N04407"	"127,7"	""	""
"CK.32060"	"M201.0021"	"12,42"	""	""
"CK.32060"	"M201.0020"	"1,38"	""	""
"CK.32060"	"M9999"	"10"	""	""
"CK.32110"	"V20066"	"5"	""	""
"CK.32110"	"V20296"	"0,8"	""	""
"CK.32110"	"V29999"	"15"	""	""
"CK.32110"	"N28408"	"4,47"	""	""
"CK.32110"	"N04407"	"11,52"	""	""
"CK.32110"	"M201.0021"	"1,05"	""	""
"CK.32110"	"M201.0020"	"0,14"	""	""
"CK.32110"	"M9999"	"10"	""	""
"CK.32120"	"V20066"	"5"	""	""
"CK.32120"	"V20296"	"0,8"	""	""
"CK.32120"	"V29999"	"15"	""	""
"CK.32120"	"N28408"	"5,5"	""	""
"CK.32120"	"N04407"	"14,14"	""	""
"CK.32120"	"M201.0021"	"1,28"	""	""
"CK.32120"	"M201.0020"	"0,15"	""	""
"CK.32120"	"M9999"	"10"	""	""
"CK.32130"	"V20066"	"8"	""	""
"CK.32130"	"V20296"	"1,1"	""	""
"CK.32130"	"V29999"	"15"	""	""
"CK.32130"	"N28408"	"7,46"	""	""
"CK.32130"	"N04407"	"18,89"	""	""
"CK.32130"	"M201.0021"	"1,52"	""	""
"CK.32130"	"M201.0020"	"0,23"	""	""
"CK.41110"	"V20136"	"0,004"	""	""
"CK.41110"	"V20205"	"0,003"	""	""
"CK.41110"	"V20204"	"0,0016"	""	""
"CK.41110"	"V20334"	"0,004"	""	""
"CK.41110"	"V20147"	"0,0008"	""	""
"CK.41110"	"V20173"	"0,02"	""	""
"CK.41110"	"V20177"	"0,02"	""	""
"CK.41110"	"V20314"	"0,2"	""	""
"CK.41110"	"V29999"	"10"	""	""
"CK.41110"	"N28408"	"2,77"	""	""
"CK.41110"	"M201.0023"	"0,0004"	""	""
"CK.41110"	"M201.0026"	"0,0004"	""	""
"CK.41110"	"M201.0024"	"0,0004"	""	""
"CK.41110"	"M106.0101ks"	"0,005"	""	""
"CK.41110"	"M9999"	"5"	""	""
"CK.41120"	"V20049"	"0,015"	""	""
"CK.41120"	"V20136"	"0,005"	""	""
"CK.41120"	"V20205"	"0,004"	""	""
"CK.41120"	"V20204"	"0,002"	""	""
"CK.41120"	"V20334"	"0,005"	""	""
"CK.41120"	"V20147"	"0,001"	""	""
"CK.41120"	"V20173"	"0,02"	""	""
"CK.41120"	"V20177"	"0,02"	""	""
"CK.41120"	"V20314"	"0,2"	""	""
"CK.41120"	"V29999"	"10"	""	""
"CK.41120"	"N28408"	"3,14"	""	""
"CK.41120"	"M201.0023"	"0,0004"	""	""
"CK.41120"	"M201.0026"	"0,0004"	""	""
"CK.41120"	"M201.0024"	"0,0004"	""	""
"CK.41120"	"M106.0101ks"	"0,005"	""	""
"CK.41120"	"M9999"	"5"	""	""
"CK.41130"	"V20049"	"0,015"	""	""
"CK.41130"	"V20136"	"0,005"	""	""
"CK.41130"	"V20205"	"0,004"	""	""
"CK.41130"	"V20204"	"0,002"	""	""
"CK.41130"	"V20334"	"0,005"	""	""
"CK.41130"	"V20147"	"0,001"	""	""
"CK.41130"	"V20173"	"0,02"	""	""
"CK.41130"	"V20177"	"0,02"	""	""
"CK.41130"	"V20314"	"0,2"	""	""
"CK.41130"	"V29999"	"10"	""	""
"CK.41130"	"N28408"	"5,12"	""	""
"CK.41130"	"M201.0023"	"0,0004"	""	""
"CK.41130"	"M201.0026"	"0,0004"	""	""
"CK.41130"	"M201.0024"	"0,0004"	""	""
"CK.41130"	"M106.0101ks"	"0,005"	""	""
"CK.41130"	"M9999"	"5"	""	""
"CK.41210"	"V20049"	"0,013"	""	""
"CK.41210"	"V20136"	"0,0045"	""	""
"CK.41210"	"V20205"	"0,0036"	""	""
"CK.41210"	"V20204"	"0,0018"	""	""
"CK.41210"	"V20334"	"0,0045"	""	""
"CK.41210"	"V20147"	"0,0009"	""	""
"CK.41210"	"V20173"	"0,04"	""	""
"CK.41210"	"V20177"	"0,03"	""	""
"CK.41210"	"V20314"	"0,5"	""	""
"CK.41210"	"V29999"	"10"	""	""
"CK.41210"	"N28408"	"6,23"	""	""
"CK.41210"	"M201.0023"	"0,00045"	""	""
"CK.41210"	"M201.0026"	"0,00045"	""	""
"CK.41210"	"M201.0024"	"0,00045"	""	""
"CK.41210"	"M106.0101ks"	"0,01"	""	""
"CK.41210"	"M9999"	"5"	""	""
"CK.41220"	"V20049"	"0,015"	""	""
"CK.41220"	"V20136"	"0,005"	""	""
"CK.41220"	"V20205"	"0,004"	""	""
"CK.41220"	"V20204"	"0,002"	""	""
"CK.41220"	"V20334"	"0,005"	""	""
"CK.41220"	"V20147"	"0,001"	""	""
"CK.41220"	"V20173"	"0,04"	""	""
"CK.41330"	"M201.0024"	"0,0005"	""	""
"CK.41330"	"M106.0101ks"	"0,027"	""	""
"CK.41330"	"M9999"	"5"	""	""
"CK.41410"	"V20049"	"0,06"	""	""
"CK.41410"	"V20136"	"0,01"	""	""
"CK.41410"	"V20205"	"0,008"	""	""
"CK.41410"	"V20204"	"0,01"	""	""
"CK.41410"	"V20334"	"0,01"	""	""
"CK.41410"	"V20147"	"0,002"	""	""
"CK.41410"	"V20173"	"0,15"	""	""
"CK.41410"	"V20177"	"0,1"	""	""
"CK.41410"	"V20314"	"1,5"	""	""
"CK.41410"	"V29999"	"10"	""	""
"CK.41410"	"N28408"	"30,9"	""	""
"CK.41410"	"M201.0023"	"0,001"	""	""
"CK.41410"	"M201.0026"	"0,001"	""	""
"CK.41410"	"M201.0024"	"0,001"	""	""
"CK.41410"	"M106.0101ks"	"0,09"	""	""
"CK.41410"	"M9999"	"5"	""	""
"CK.41420"	"V20049"	"0,06"	""	""
"CK.41420"	"V20136"	"0,01"	""	""
"CK.41420"	"V20205"	"0,008"	""	""
"CK.41420"	"V20204"	"0,01"	""	""
"CK.41420"	"V20334"	"0,01"	""	""
"CK.41420"	"V20147"	"0,002"	""	""
"CK.41420"	"V20173"	"0,15"	""	""
"CK.41420"	"V20177"	"0,1"	""	""
"CK.41420"	"V20314"	"1,5"	""	""
"CK.41420"	"V29999"	"10"	""	""
"CK.41420"	"N28408"	"35,2"	""	""
"CK.41420"	"M201.0023"	"0,001"	""	""
"CK.41420"	"M201.0026"	"0,001"	""	""
"CK.41420"	"M201.0024"	"0,001"	""	""
"CK.41420"	"M106.0101ks"	"0,09"	""	""
"CK.41420"	"M9999"	"5"	""	""
"CK.41430"	"V20049"	"0,06"	""	""
"CK.41430"	"V20136"	"0,01"	""	""
"CK.41430"	"V20205"	"0,008"	""	""
"CK.41430"	"V20204"	"0,01"	""	""
"CK.41430"	"V20334"	"0,01"	""	""
"CK.41430"	"V20147"	"0,002"	""	""
"CK.41430"	"V20173"	"0,15"	""	""
"CK.41430"	"V20177"	"0,1"	""	""
"CK.41430"	"V20314"	"1,5"	""	""
"CK.41430"	"V29999"	"10"	""	""
"CK.41430"	"N28408"	"57,9"	""	""
"CK.41430"	"M201.0023"	"0,001"	""	""
"CK.41430"	"M201.0026"	"0,001"	""	""
"CK.41430"	"M201.0024"	"0,001"	""	""
"CK.41430"	"M106.0101ks"	"0,09"	""	""
"CK.41430"	"M9999"	"5"	""	""
"CK.41510"	"V20049"	"0,08"	""	""
"CK.41510"	"V20136"	"0,02"	""	""
"CK.41510"	"V20205"	"0,012"	""	""
"CK.41510"	"V20204"	"0,006"	""	""
"CK.41510"	"V20334"	"0,015"	""	""
"CK.41510"	"V20147"	"0,004"	""	""
"CK.41510"	"V20173"	"0,5"	""	""
"CK.41510"	"V20177"	"0,2"	""	""
"CK.41510"	"V20314"	"2"	""	""
"CK.41510"	"V29999"	"10"	""	""
"CK.41510"	"N28408"	"83,3"	""	""
"CK.41510"	"M201.0023"	"0,001"	""	""
"CK.41510"	"M201.0026"	"0,001"	""	""
"CK.41510"	"M201.0024"	"0,001"	""	""
"CK.41510"	"M9999"	"5"	""	""
"CK.41520"	"V20049"	"0,08"	""	""
"CK.41520"	"V20136"	"0,02"	""	""
"CK.41520"	"V20205"	"0,012"	""	""
"CK.41520"	"V20204"	"0,006"	""	""
"CK.41520"	"V20334"	"0,015"	""	""
"CK.41520"	"V20147"	"0,004"	""	""
"CK.41710"	"V20334"	"0,001"	""	""
"CK.41710"	"V20147"	"0,0005"	""	""
"CK.41710"	"V20173"	"0,02"	""	""
"CK.41710"	"V20177"	"0,15"	""	""
"CK.41710"	"V20314"	"2"	""	""
"CK.41710"	"V29999"	"10"	""	""
"CK.41710"	"N28408"	"4,19"	""	""
"CK.41710"	"M201.0023"	"0,0001"	""	""
"CK.41710"	"M201.0026"	"0,0001"	""	""
"CK.41710"	"M9999"	"5"	""	""
"CK.41720"	"V20049"	"0,002"	""	""
"CK.41720"	"V20136"	"0,001"	""	""
"CK.41720"	"V20205"	"0,001"	""	""
"CK.41720"	"V20204"	"0,001"	""	""
"CK.41720"	"V20334"	"0,001"	""	""
"CK.41720"	"V20147"	"0,0005"	""	""
"CK.41720"	"V20173"	"0,02"	""	""
"CK.41720"	"V20177"	"0,15"	""	""
"CK.41720"	"V20314"	"2"	""	""
"CK.41720"	"V29999"	"10"	""	""
"CK.41720"	"N28408"	"6,78"	""	""
"CK.41720"	"M201.0023"	"0,0001"	""	""
"CK.41720"	"M201.0026"	"0,0001"	""	""
"CK.41720"	"M9999"	"5"	""	""
"CK.41730"	"V20049"	"0,002"	""	""
"CK.41730"	"V20136"	"0,001"	""	""
"CK.41730"	"V20205"	"0,001"	""	""
"CK.41730"	"V20204"	"0,001"	""	""
"CK.41730"	"V20334"	"0,001"	""	""
"CK.41730"	"V20147"	"0,0005"	""	""
"CK.41730"	"V20173"	"0,02"	""	""
"CK.41730"	"V20177"	"0,15"	""	""
"CK.41730"	"V20314"	"2"	""	""
"CK.41730"	"V29999"	"10"	""	""
"CK.41730"	"N28408"	"13,6"	""	""
"CK.41730"	"M201.0023"	"0,0001"	""	""
"CK.41730"	"M201.0026"	"0,0001"	""	""
"CK.41730"	"M9999"	"5"	""	""
"CK.41810"	"V20049"	"0,003"	""	""
"CK.41810"	"V20136"	"0,001"	""	""
"CK.41810"	"V20205"	"0,001"	""	""
"CK.41810"	"V20204"	"0,001"	""	""
"CK.41810"	"V20336"	"0,001"	""	""
"CK.41810"	"V20147"	"0,0001"	""	""
"CK.41810"	"V20173"	"0,04"	""	""
"CK.41810"	"V20177"	"0,02"	""	""
"CK.41810"	"V20314"	"0,5"	""	""
"CK.41810"	"V29999"	"5"	""	""
"CK.41810"	"N28408"	"8,4"	""	""
"CK.41810"	"M201.0023"	"0,0001"	""	""
"CK.41810"	"M201.0026"	"0,0001"	""	""
"CK.41810"	"M9999"	"5"	""	""
"CK.41820"	"V20049"	"0,003"	""	""
"CK.41820"	"V20136"	"0,001"	""	""
"CK.41820"	"V20205"	"0,001"	""	""
"CK.41820"	"V20204"	"0,001"	""	""
"CK.41820"	"V20336"	"0,001"	""	""
"CK.41820"	"V20147"	"0,0001"	""	""
"CK.41820"	"V20173"	"0,04"	""	""
"CK.41820"	"V20177"	"0,02"	""	""
"CK.41820"	"V20314"	"0,5"	""	""
"CK.41820"	"V29999"	"5"	""	""
"CK.41820"	"N28408"	"13,6"	""	""
"CK.41820"	"M201.0023"	"0,0001"	""	""
"CK.41820"	"M201.0026"	"0,0001"	""	""
"CK.41820"	"M9999"	"5"	""	""
"CK.41830"	"V20049"	"0,003"	""	""
"CK.41830"	"V20136"	"0,001"	""	""
"CK.41830"	"V20205"	"0,001"	""	""
"CK.41830"	"V20204"	"0,001"	""	""
"CK.41830"	"V20336"	"0,001"	""	""
"CK.41830"	"V20147"	"0,0001"	""	""
"CK.31520"	"M9999"	"10"	""	""
"CK.31530"	"V20066"	"35"	""	""
"CK.31530"	"V20296"	"20"	""	""
"CK.31530"	"V29999"	"15"	""	""
"CK.31530"	"N28408"	"82,36"	""	""
"CK.31530"	"N04407"	"217,63"	""	""
"CK.31530"	"M201.0021"	"22,89"	""	""
"CK.31530"	"M201.0020"	"2,43"	""	""
"CK.31530"	"M9999"	"10"	""	""
"CK.31540"	"V20066"	"40"	""	""
"CK.31540"	"V20296"	"20"	""	""
"CK.31540"	"V29999"	"15"	""	""
"CK.31540"	"N28408"	"109,74"	""	""
"CK.31540"	"N04407"	"297,86"	""	""
"CK.31540"	"M201.0021"	"36"	""	""
"CK.31540"	"M201.0020"	"3,06"	""	""
"CK.31540"	"M9999"	"10"	""	""
"CK.31550"	"V20066"	"50"	""	""
"CK.31550"	"V20296"	"30"	""	""
"CK.31550"	"V29999"	"15"	""	""
"CK.31550"	"N28408"	"152,67"	""	""
"CK.31550"	"N04407"	"426,83"	""	""
"CK.31550"	"M201.0021"	"58,17"	""	""
"CK.31550"	"M201.0020"	"4,59"	""	""
"CK.31550"	"M9999"	"10"	""	""
"CK.31560"	"V20066"	"55"	""	""
"CK.31560"	"V20296"	"30"	""	""
"CK.31560"	"V29999"	"15"	""	""
"CK.31560"	"N28408"	"207,27"	""	""
"CK.31560"	"N04407"	"581,78"	""	""
"CK.31560"	"M201.0021"	"81,81"	""	""
"CK.31560"	"M201.0020"	"4,95"	""	""
"CK.31560"	"M9999"	"10"	""	""
"CK.31610"	"V20066"	"15"	""	""
"CK.31610"	"V20296"	"16"	""	""
"CK.31610"	"V29999"	"15"	""	""
"CK.31610"	"N28408"	"43,28"	""	""
"CK.31610"	"N04407"	"108,88"	""	""
"CK.31610"	"M201.0021"	"8,52"	""	""
"CK.31610"	"M201.0020"	"1,08"	""	""
"CK.31610"	"M9999"	"10"	""	""
"CK.31620"	"V20066"	"25"	""	""
"CK.31620"	"V20296"	"16"	""	""
"CK.31620"	"V29999"	"15"	""	""
"CK.31620"	"N28408"	"56,91"	""	""
"CK.31620"	"N04407"	"146,61"	""	""
"CK.31620"	"M201.0021"	"13,42"	""	""
"CK.31620"	"M201.0020"	"1,53"	""	""
"CK.31620"	"M9999"	"10"	""	""
"CK.31630"	"V20066"	"35"	""	""
"CK.31630"	"V20296"	"20"	""	""
"CK.31630"	"V29999"	"15"	""	""
"CK.31630"	"N28408"	"78,44"	""	""
"CK.31630"	"N04407"	"207,01"	""	""
"CK.31630"	"M201.0021"	"21,51"	""	""
"CK.31630"	"M201.0020"	"2,43"	""	""
"CK.31630"	"M9999"	"10"	""	""
"CK.31640"	"V20066"	"40"	""	""
"CK.31640"	"V20296"	"20"	""	""
"CK.31640"	"V29999"	"15"	""	""
"CK.31640"	"N28408"	"103,71"	""	""
"CK.31640"	"N04407"	"281,82"	""	""
"CK.31640"	"M201.0021"	"34,08"	""	""
"CK.31640"	"M201.0020"	"3,06"	""	""
"CK.31640"	"M9999"	"10"	""	""
"CK.31650"	"V20066"	"50"	""	""
"CK.31650"	"V20296"	"30"	""	""
"CK.31650"	"V29999"	"15"	""	""
"CK.31650"	"N28408"	"144,84"	""	""
"CK.31650"	"N04407"	"399,46"	""	""
"CK.31650"	"M201.0021"	"51,24"	""	""
"CK.31650"	"M201.0020"	"4,59"	""	""
"CK.31650"	"M9999"	"10"	""	""
"CK.31660"	"V20066"	"55"	""	""
"CK.31830"	"N28408"	"42"	""	""
"CK.31830"	"N04407"	"105,95"	""	""
"CK.31830"	"M201.0021"	"8,29"	""	""
"CK.31830"	"M201.0020"	"1,22"	""	""
"CK.31830"	"M9999"	"10"	""	""
"CK.31840"	"V20066"	"15"	""	""
